house,aph_id,full_name,electorate,party,profile_page,contact_page,photo_url,email,facebook,twitter,website
senate,241710,Senator Dean Smith,Western Australia,Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241710,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=241710,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241710/upload_ref_binary/241710.jpg,,,,http://www.deansmithwa.com.au/
senate,00AOS,Senator the Hon Ursula Stephens,New South Wales,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOS,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AOS,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOS/upload_ref_binary/00AOS.jpg,senator.stephens@aph.gov.au,,,http://www.ursulastephens.com/
senate,e68,Senator Glenn Sterle,Western Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=e68,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=e68,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/E68/upload_ref_binary/E68.JPG,senator.sterle@aph.gov.au,,,
senate,183342,Senator the Hon Lin Thorp,Tasmania,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=183342,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=183342,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/183342/upload_ref_binary/183342.jpg,senator.thorp@aph.gov.au,,,
senate,249499,Senator Mehmet Tillem,Victoria,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249499,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=249499,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249499/upload_ref_binary/249499.jpg,,,,
senate,231199,Senator Anne Urquhart,Tasmania,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=231199,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=231199,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/231199/upload_ref_binary/231199.jpg,senator.urquhart@aph.gov.au,,,http://anneurquhart.com.au/
senate,192970,Senator Larissa Waters,Queensland,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=192970,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=192970,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/192970/upload_ref_binary/192970.jpg,senator.waters@aph.gov.au,,,
senate,195565,Senator Peter Whish-Wilson,Tasmania,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=195565,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=195565,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/195565/upload_ref_binary/195565.jpg,senator.whish-wilson@aph.gov.au,http://www.facebook.com/senator.peter.whish.wilson?fref=ts,https://twitter.com/SenatorSurfer,
senate,I0V,Senator John Williams,New South Wales,The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0V,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0V,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0V/upload_ref_binary/I0V.JPG,,,,http://www.johnwilliams.com.au/
senate,00AOU,Senator the Hon Penny Wong,South Australia,Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AOU,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AOU,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AOU/upload_ref_binary/00AOU.jpg,,,,
senate,200287,Senator Penny Wright,South Australia,Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=200287,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=200287,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/200287/upload_ref_binary/200287.jpg,senator.wright@aph.gov.au,http://www.facebook.com/SenatorPennyWright,http://www.twitter.com/pennywrites,
senate,8IV,Senator Nick Xenophon,South Australia,Independent,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=8IV,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=8IV,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8IV/upload_ref_binary/8IV.JPG,senator.xenophon@aph.gov.au,,,http://www.nickxenophon.com.au
representatives,EZ5,The Hon Tony Abbott MP,"Warringah, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=EZ5,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=EZ5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/EZ5/upload_ref_binary/EZ5.JPG,,http://www.facebook.com/TonyAbbottMP,http://twitter.com/TonyAbbottMHR,http://www.tonyabbott.com.au
representatives,R36,The Hon Anthony Albanese MP,"Grayndler, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=R36,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=R36,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/R36/upload_ref_binary/R36.jpg,A.Albanese.MP@aph.gov.au,,http://twitter.com/AlboMP,http://www.anthonyalbanese.com.au
representatives,M3M,"Mr John Alexander OAM, MP","Bennelong, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3M,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M3M,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/m3m/upload_ref_binary/m3m.jpg,,http://www.facebook.com/profile.php?id=100001834307725,http://twitter.com/JohnAlexanderMP,http://www.johnalexander.net.au/
representatives,230886,Mrs Karen Andrews MP,"McPherson, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=230886,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=230886,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/230886/upload_ref_binary/230886.jpg,,http://www.facebook.com/pages/Karen-Andrews-MP/150255771679533?ref=ts,http://twitter.com/karenandrewsmp,http://karenandrewsmp.com
representatives,HK5,The Hon Kevin Andrews MP,"Menzies, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HK5,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HK5,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HK5/upload_ref_binary/HK5.jpg,menzies@aph.gov.au,http://www.facebook.com/kevinandrewsmp,http://twitter.com/kevinandrewsmp,http://www.kevinandrews.com.au
representatives,LL6,The Hon Bob Baldwin MP,"Paterson, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=LL6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=LL6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/LL6/upload_ref_binary/LL6.JPG,Bob.Baldwin.MP@aph.gov.au,http://en-gb.facebook.com/bobbaldwinmp,http://twitter.com/bobbaldwinmp,http://www.bobbaldwin.com.au/
representatives,M3C,Mr Adam Bandt MP,"Melbourne, Victoria",Australian Greens,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=M3C,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=M3C,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/m3c/upload_ref_binary/m3c.jpg,adam.bandt.mp@aph.gov.au,http://www.facebook.com/Adam.Bandt.MP,http://twitter.com/adambandt,http://adam-bandt.greensmps.org.au/
representatives,1K6,The Hon Bruce Billson MP,"Dunkley, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=1K6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=1K6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/1K6/upload_ref_binary/1K6.JPG,B.Billson.MP@aph.gov.au,http://www.facebook.com/profile.php?id=100001833476620,http://twitter.com/BruceBillsonMP,http://www.billson4dunkley.com/
representatives,DZP,The Hon Sharon Bird MP,"Cunningham, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DZP,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=DZP,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DZP/upload_ref_binary/DZP.jpg,Sharon.Bird.MP@aph.gov.au,http://www.facebook.com/sharon.bird.mp,http://twitter.com/SharonBirdMP,http://www.sharonbird.com.au/
representatives,SE4,The Hon Bronwyn Bishop MP,"Mackellar, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=SE4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=SE4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/SE4/upload_ref_binary/SE4.JPG,Bronwyn.Bishop.MP@aph.gov.au,,,
representatives,83P,The Hon Julie Bishop MP,"Curtin, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=83P,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=83P,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83P/upload_ref_binary/83P.JPG,Julie.Bishop.MP@aph.gov.au,http://www.facebook.com/julie.bishop.mp,http://twitter.com/JulieBishopMP,http://www.juliebishop.com.au/
representatives,DZS,The Hon Chris Bowen MP,"McMahon, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DZS,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=DZS,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DZS/upload_ref_binary/DZS.JPG,Chris.Bowen.MP@aph.gov.au,http://www.facebook.com/chrisbowenmp,http://twitter.com/Bowenchris,http://www.chrisbowen.net
representatives,IYU,The Hon Jamie Briggs MP,"Mayo, South Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=IYU,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=IYU,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/IYU/upload_ref_binary/IYU.JPG,,http://www.facebook.com/profile.php?id=1024460381,http://twitter.com/BriggsJamie,http://www.jamiebriggs.com.au
representatives,30379,Mr Andrew Broad MP,"Mallee, Victoria",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=30379,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=30379,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/30379/upload_ref_binary/30379.jpg,,,https://twitter.com/broad4mallee,http://www.andrewbroad.com/
representatives,MT4,Mr Russell Broadbent MP,"McMillan, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=MT4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=MT4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/MT4/upload_ref_binary/MT4.jpg,Russell.Broadbent.MP@aph.gov.au,,,http://www.russellbroadbent.com.au
representatives,30540,Ms Gai Brodtmann MP,"Canberra, Australian Capital Territory",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=30540,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=30540,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/30540/upload_ref_binary/30540.jpg,gai.brodtmann.mp@aph.gov.au,http://www.facebook.com/pages/Gai-Brodtmann/139691649380518,,http://www.gaibrodtmann.com.au
representatives,2K6,The Hon Mal Brough MP,"Fisher, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=2K6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=2K6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/2K6/upload_ref_binary/2K6.jpg,,https://www.facebook.com/MalBrough4Fisher,,http://malbrough.info/
representatives,230531,Mr Scott Buchholz MP,"Wright, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=230531,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=230531,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/230531/upload_ref_binary/230531.jpg,,http://www.facebook.com/ScottBuchholzMP,http://twitter.com/ScottBuchholzMP,http://www.scottbuchholz.com.au/
representatives,83S,Ms Anna Burke MP,"Chisholm, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=83S,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=83S,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/83S/upload_ref_binary/83S.jpg,Anna.Burke.MP@aph.gov.au,http://www.facebook.com/pages/Anna-Burke-MP/184394935018499,,http://www.annaburke.com
representatives,DYW,The Hon Tony Burke MP,"Watson, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DYW,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=DYW,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DYW/upload_ref_binary/DYW.jpg,Tony.Burke.MP@aph.gov.au,http://www.facebook.com/tony.burke.mp,http://twitter.com/tony_burke,http://www.tonyburke.com.au/
representatives,HWK,The Hon Mark Butler MP,"Port Adelaide, South Australia",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWK,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWK,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWK/upload_ref_binary/HWK.jpg,,,http://twitter.com/Mark_Butler_MP,http://markbutler.alp.org.au/
representatives,248006,Ms Terri Butler MP,"Griffith, Queensland",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=248006,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=248006,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/248006/upload_ref_binary/248006.jpg,,,https://twitter.com/terrimbutler,
representatives,008K0,The Hon Anthony Byrne MP,"Holt, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=008K0,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=008K0,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/008K0/upload_ref_binary/008K0.jpg,Anthony.Byrne.MP@aph.gov.au,http://www.facebook.com/anthonybyrne,http://twitter.com/AnthonyByrne_MP,http://www.anthonybyrnemp.com/
representatives,37998,Dr Jim Chalmers MP,"Rankin, Queensland",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=37998,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=37998,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/37998/upload_ref_binary/37998.jpg,,https://www.facebook.com/jim4rankin,https://twitter.com/JEChalmers,http://www.jimchalmers.org/
representatives,HW9,Mr Nick Champion MP,"Wakefield, South Australia",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HW9,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HW9,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HW9/upload_ref_binary/HW9.jpg,Nick.Champion.MP@aph.gov.au,http://www.facebook.com/pages/Nick-Champion-MP/325495831575,http://twitter.com/NickChampionMP,
representatives,IPZ,The Hon Darren Chester MP,"Gippsland, Victoria",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=IPZ,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=IPZ,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/IPZ/upload_ref_binary/IPZ.JPG,,https://www.facebook.com/darrenchestermp,https://twitter.com/DarrenChesterMP,http://www.darrenchester.com.au/
representatives,249710,Ms Lisa Chesters MP,"Bendigo, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249710,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=249710,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249710/upload_ref_binary/249710.jpg,,https://www.facebook.com/LisaChestersBendigo,https://twitter.com/LMChesters,http://www.lisachesters.org/
representatives,230485,Mr George Christensen MP,"Dawson, Queensland",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=230485,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=230485,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/230485/upload_ref_binary/230485.jpg,,https://www.facebook.com/georgechristensen78,http://twitter.com/GChristensenMP,http://www.georgechristensen.com.au/
representatives,00AN0,The Hon Steven Ciobo MP,"Moncrieff, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AN0,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AN0,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AN0/upload_ref_binary/00AN0.JPG,,,http://twitter.com/steveciobo,http://www.stevenciobo.com/
representatives,HWL,The Hon Jason Clare MP,"Blaxland, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWL,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWL,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWL/upload_ref_binary/HWL.jpg,,,http://twitter.com/JasonClareMP,http://www.jasonclare.com.au
representatives,248181,Ms Sharon Claydon MP,"Newcastle, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=248181,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=248181,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/248181/upload_ref_binary/248181.jpg,,https://www.facebook.com/SharonClaydonforNewcastle,https://twitter.com/SharonClaydon,
representatives,00AN1,The Hon John Cobb MP,"Calare, New South Wales",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AN1,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AN1,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AN1/upload_ref_binary/00AN1.JPG,John.Cobb.MP@aph.gov.au,,,http://www.johncobb.com.au/
representatives,241067,Mr David Coleman MP,"Banks, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=241067,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=241067,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/241067/upload_ref_binary/241067.jpg,,https://www.facebook.com/davidcoleman4banks,,http://www.davidcoleman.com.au/
representatives,HWM,The Hon Julie Collins MP,"Franklin, Tasmania",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWM,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWM,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWM/upload_ref_binary/HWM.JPG,,https://www.facebook.com/juliecollinsmp,https://twitter.com/JulieCollinsMP,http://www.juliecollins.com/
representatives,249127,Mr Pat Conroy MP,"Charlton, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=249127,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=249127,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/249127/upload_ref_binary/249127.jpg,,https://www.facebook.com/PatConroyLaborforCharlton,,
representatives,HWN,Mr Mark Coulton MP,"Parkes, New South Wales",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWN,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWN,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWN/upload_ref_binary/HWN.JPG,Mark.Coulton.MP@aph.gov.au,http://www.facebook.com/people/Mark-Coulton/732382571,https://twitter.com/MarkCoultonMP,http://www.markcoulton.com.au
representatives,WF6,The Hon Michael Danby MP,"Melbourne Ports, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=WF6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=WF6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/WF6/upload_ref_binary/WF6.jpg,Michael.Danby.MP@aph.gov.au,https://www.facebook.com/michael.danby.39,,http://www.danbymp.com/
representatives,HWG,"The Hon Mark Dreyfus QC, MP","Isaacs, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=HWG,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=HWG,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/HWG/upload_ref_binary/HWG.JPG,,http://en-gb.facebook.com/mark.dreyfus,,http://www.markdreyfus.com
representatives,00AKI,The Hon Peter Dutton MP,"Dickson, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=00AKI,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=00AKI,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/00AKI/upload_ref_binary/00AKI.JPG,Peter.Dutton.MP@aph.gov.au,http://www.facebook.com/peterduttonmp,http://twitter.com/PeterDutton_MP,HTTP://www.peterdutton.com.au
representatives,DZW,The Hon Justine Elliot MP,"Richmond, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DZW,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=DZW,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DZW/upload_ref_binary/DZW.jpg,Justine.Elliot.MP@aph.gov.au,,,
representatives,DZU,The Hon Kate Ellis MP,"Adelaide, South Australia",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=DZU,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=DZU,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/DZU/upload_ref_binary/DZU.jpg,Kate.Ellis.MP@aph.gov.au,http://www.facebook.com/pages/Kate-Ellis-MP/248221178548054,http://twitter.com/KateEllisMP,http://www.kateellis.com.au/index.cfm
representatives,7K6,The Hon Warren Entsch MP,"Leichhardt, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=7K6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=7K6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/7K6/upload_ref_binary/7K6.jpg,,,,
representatives,I0O,Hon David Feeney MP,"Batman, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=I0O,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=I0O,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/I0O/upload_ref_binary/I0O.JPG,,,https://twitter.com/Feeney4Batman,http://www.davidfeeney.com.au
representatives,8T4,Mr Laurie Ferguson MP,"Werriwa, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=8T4,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=8T4,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8T4/upload_ref_binary/8T4.jpg,,https://www.facebook.com/LaurieFergusonMP,https://twitter.com/FergusonLMP,http://www.laurieferguson.com.au
representatives,8K6,The Hon Joel Fitzgibbon MP,"Hunter, New South Wales",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=8K6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=8K6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/8K6/upload_ref_binary/8K6.jpg,J.Fitzgibbon.MP@aph.gov.au,https://www.facebook.com/JoelFitzgibbonMP,http://twitter.com/fitzhunter,http://www.joelfitzgibbon.com/
representatives,L6B,The Hon Paul Fletcher MP,"Bradfield, New South Wales",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=L6B,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=L6B,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/L6B/upload_ref_binary/l6b.jpg,Paul.Fletcher.MP@aph.gov.au,http://www.facebook.com/pages/Paul-Fletcher/142496131402,http://twitter.com/paulwfletcher/,http://www.paulfletcher.com.au/
representatives,FKL,The Hon Josh Frydenberg MP,"Kooyong, Victoria",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=FKL,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=FKL,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/FKL/upload_ref_binary/FKL.jpg,,http://www.facebook.com/JoshFrydenbergMP,http://twitter.com/JoshFrydenberg,http://www.joshfrydenberg.com.au/
representatives,9K6,The Hon Teresa Gambaro MP,"Brisbane, Queensland",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=9K6,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=9K6,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/9K6/upload_ref_binary/9K6.jpg,,https://www.facebook.com/TeresaGambaroMP,http://twitter.com/TeresaGambaroMP,http://www.teresagambaro.com/
representatives,243609,Mr Andrew Giles MP,"Scullin, Victoria",Australian Labor Party,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=243609,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=243609,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/243609/upload_ref_binary/243609.jpg,,https://www.facebook.com/AndrewGilesScullin,https://twitter.com/andrewjgiles,
representatives,72184,Dr David Gillespie MP,"Lyne, New South Wales",The Nationals,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=72184,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=72184,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/72184/upload_ref_binary/72184.jpg,,https://www.facebook.com/DavidGillespieMP,https://twitter.com/DaveGillespieMP,http://www.davidgillespie.com.au/
representatives,74046,Mr Ian Goodenough MP,"Moore, Western Australia",Liberal Party of Australia,http://www.aph.gov.au/Senators_and_Members/Parliamentarian?MPID=74046,http://www.aph.gov.au/Senators_and_Members/Contact_Senator_or_Member?MPID=74046,http://parlinfo.aph.gov.au/parlInfo/download/handbook/allmps/74046/upload_ref_binary/74046.jpg,,,,http://www.wa.liberal.org.au/representative-intro/983
